tournament,packet,qid,bpid,part_number,answerline,plays,human_directed_n,human_directed_fraction,human_directed_correct_n,human_directed_accuracy,consulted_n,consulted_fraction,consulted_final_correct_n,consulted_final_accuracy,consult_initial_guess_present_n,abstain_n,abstain_fraction,successful_abstain_n,abstain_precision,standalone_ai_n,standalone_ai_correct_n,standalone_ai_accuracy,raw_directed_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,coverage_aware_directed_minus_ai_gap,consulted_final_minus_ai_delta,evidence_flag,interpretation_note,adversarial_rank
combined,6,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy,advvqa-packet6-b-QhxKV9V9gkaGoY3XajGy#3,3,<b>Thabo Mbeki</b>,5,2,0.4,0,0.0,2,0.4,1,0.5,0,1,0.2,1,1.0,10,4,0.4,-0.4,-0.687326,0.145833,-0.4,0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#1,1,<b>La traviata</b>,5,3,0.6,3,1.0,2,0.4,1,0.5,1,0,0.0,0,,10,10,1.0,0.0,-0.561497,0.066667,-0.4,-0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",121
combined,6,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#2,2,<b>Turandot</b>,5,3,0.6,2,0.666667,2,0.4,1,0.5,0,0,0.0,0,,10,5,0.5,0.166667,-0.555747,0.3,-0.1,0.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",119
combined,6,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB,advvqa-packet6-b-QoQBrjxPW5Rvb2L6fFQB#3,3,<b>Carmen</b>,5,1,0.2,0,0.0,4,0.8,2,0.5,3,0,0.0,0,,10,2,0.2,-0.2,-0.509838,0.25,-0.2,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#1,1,<b>The Treaty of Tordesillas line</b>,5,4,0.8,4,1.0,1,0.2,0,0.0,1,0,0.0,0,,10,1,0.1,0.9,0.105959,0.694444,0.7,-0.1,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",17
combined,6,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#2,2,<b>The Radcliffe Line</b>,5,3,0.6,0,0.0,1,0.2,1,1.0,1,1,0.2,1,1.0,10,8,0.8,-0.8,-0.943318,0.05,-0.8,0.2,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",131
combined,6,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM,advvqa-packet6-b-baTETx2Qtc2mKc3ksFQM#3,3,<b>The Mason–Dixon Line</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,10,1.0,0.0,-0.434482,0.071429,0.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",110
combined,6,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#1,1,<b>Richard Feynman</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,7,0.7,0.3,-0.326691,0.285714,0.3,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",86
combined,6,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#2,2,<b>Albert Einstein</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,8,0.8,0.2,-0.3778,0.214286,0.2,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",89
combined,6,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl,advvqa-packet6-b-gOnh0BaPNHev67IEDmFl#3,3,<b>William Herschel</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",82
combined,6,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#1,1,<b>the _Nautilus_</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,1,0,0.0,0,,10,6,0.6,0.4,-0.489439,0.3125,-0.2,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#2,2,<b>Captain _Nemo_</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,8,0.8,0.2,-0.433209,0.208333,0.0,0.2,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",106
combined,6,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P,advvqa-packet6-b-lakRBjQNxYPIm34I5v5P#3,3,<b>Maelstrom (do not accept whirlpool)</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,0,0.0,1.0,0.232576,0.763889,0.8,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",9
combined,6,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#1,1,<b>Capuccino</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,3,0,0.0,0,,10,0,0.0,1.0,-0.070983,0.611111,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#2,2,<b>Americano</b>,5,1,0.2,1,1.0,3,0.6,3,1.0,0,1,0.2,0,0.0,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI,advvqa-packet6-b-nbgvUfl5c6bosMHTpTEI#3,3,<b>Flat white</b>,5,2,0.4,0,0.0,3,0.6,0,0.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.229167,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#1,1,<b>_comic book_ characters [accept super_hero_es]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",8
combined,6,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#2,2,<b>The _Amazing Adventures of Kavalier and Clay_</b>,5,4,0.8,3,0.75,1,0.2,1,1.0,0,0,0.0,0,,10,0,0.0,0.75,0.023109,0.611111,0.6,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",22
combined,6,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5,advvqa-packet6-b-s6w3jBy4L5XdERgBD3Q5#3,3,<b>The _Yiddish Policeman's Union_</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,0,0,0.0,0,,10,0,0.0,0.5,-0.183002,0.458333,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,6,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#1,1,<b>Vietnam War</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",45
combined,6,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#2,2,<b>Civil War</b>,5,4,0.8,4,1.0,1,0.2,0,0.0,0,0,0.0,0,,10,1,0.1,0.9,0.105959,0.694444,0.7,-0.1,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",18
combined,6,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp,advvqa-packet6-b-tDd5rVIqTXVxBJLadeWp#3,3,<b>Iraq War</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,6,0.6,0.4,-0.321711,0.347222,0.2,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",68
qanta26-offline,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#1,1,<b>Phnom Penh</b>,2,2,1.0,2,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,0.5,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#2,2,<b>Dili</b>,2,1,0.5,1,1.0,1,0.5,1,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,0.0,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#3,3,<b>Abuja</b>,2,0,0.0,0,,1,0.5,1,1.0,0,1,0.5,1,1.0,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#1,1,<b>John _Steinbeck_ [accept _Steinbeck_]</b>,2,2,1.0,2,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.064847,0.6875,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#2,2,"<b>Absalom, Absalom</b>",2,2,1.0,1,0.5,0,0.0,0,,0,0,0.0,0,,10,4,0.4,0.1,-0.592795,0.291667,0.1,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#3,3,<b>Treasure Island</b>,2,2,1.0,2,1.0,0,0.0,0,,0,0,0.0,0,,10,9,0.9,0.1,-0.639744,0.125,0.1,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#1,1,<b>Didgeridoo</b>,2,2,1.0,2,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.064847,0.6875,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#2,2,<b>India</b>,2,2,1.0,2,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,0.5,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#3,3,<b>Russia</b>,2,1,0.5,0,0.0,1,0.5,1,1.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.305556,0.0,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#1,1,<b>Lotte World Tower</b>,2,0,0.0,0,,2,1.0,2,1.0,1,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#2,2,<b>Samsung Town [accept Samsung Seocho Town]</b>,2,1,0.5,0,0.0,1,0.5,0,0.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#3,3,<b>Hwaseong Fortress</b>,2,0,0.0,0,,2,1.0,2,1.0,0,0,0.0,0,,10,6,0.6,,,0.208333,-0.6,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#1,1,<b>microkernel</b>,2,0,0.0,0,,2,1.0,2,1.0,2,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#2,2,<b>Rust</b>,2,2,1.0,1,0.5,0,0.0,0,,0,0,0.0,0,,10,2,0.2,0.3,-0.415306,0.375,0.3,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-offline,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#3,3,<b>University of Minnesota</b>,2,1,0.5,1,1.0,1,0.5,1,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,0.0,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#1,1,<b>Phnom Penh</b>,3,3,1.0,2,0.666667,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.166667,-0.555747,0.3,0.166667,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",120
qanta26-online,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#2,2,<b>Dili</b>,3,1,0.333333,1,1.0,2,0.666667,2,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.166667,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,1,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl,advvqa-packet1-b-1yNiVz7Urt147ll9mJRl#3,3,<b>Lomé</b>,3,1,0.333333,1,1.0,1,0.333333,0,0.0,1,1,0.333333,1,1.0,10,1,0.1,0.9,-0.197601,0.555556,0.233333,-0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#1,1,<b>John _Steinbeck_ [accept _Steinbeck_]</b>,3,3,1.0,3,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.16097,0.733333,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",16
qanta26-online,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#2,2,"<b>Absalom, Absalom</b>",3,2,0.666667,1,0.5,1,0.333333,1,1.0,0,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,-0.166667,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,1,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo,advvqa-packet1-b-Cpw2itPWaf5wzgqdBbuo#3,3,<b>Treasure Island</b>,3,1,0.333333,1,1.0,2,0.666667,1,0.5,0,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.166667,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#1,1,<b>Australia</b>,3,3,1.0,3,1.0,0,0.0,0,,0,0,0.0,0,,10,10,1.0,0.0,-0.561497,0.066667,0.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",122
qanta26-online,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#2,2,<b>India</b>,3,3,1.0,3,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",83
qanta26-online,4,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#3,3,<b>Russia</b>,3,1,0.333333,0,0.0,2,0.666667,0,0.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#1,1,<b>Controlled NOT gate/CNOT gate</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#2,2,<b>Toffoli gate/CCNOT gate</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,0.0,-0.434482,0.285714,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa,advvqa-packet5-b-A0sybq8aS0vV0YnE68wa#3,3,<b>Hadamard gate</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,1,0.2,-0.2,-0.624465,0.238095,-0.2,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#1,1,<b>Continental Celtic languages/Celtic languages</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,0.0,-0.434482,0.285714,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#2,2,<b>Ainu languages</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,0.0,-0.434482,0.285714,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN,advvqa-packet5-b-B79Wa1zS67TPcJeWfvAN#3,3,<b>Coptic/Egyptian</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#1,1,<b>Magnetic flux density/B</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#2,2,<b>Capacitance/C</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq,advvqa-packet5-b-CkRAqImfx4uSQFuJQerq#3,3,<b>Radioactivity</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#1,1,<b>Taj Mahal</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#2,2,<b>Christ the Redeemer</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,4,0.8,0.2,-0.757227,0.190476,0.2,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T,advvqa-packet5-b-kyljRmn9h0TShMOnPt0T#3,3,<b>Burj Al Arab</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,4,0.8,-0.8,-0.963776,0.095238,-0.8,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#1,1,"<b>William M. ""Boss"" Tweed</b>",1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#2,2,<b>Louis-Philippe</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3,advvqa-packet5-b-l77X1iqdtk6c2FVPelD3#3,3,<b>Otto von Bismarck</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,-1.0,-1.0,0.047619,-1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#1,1,<b>Chebyshev distance/maximum metric/supremum metric/L-infinity metric</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,0.0,-0.434482,0.285714,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#2,2,<b>edit distance/Levenshtein distance/Damerau-Levenshtein distance</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y,advvqa-packet5-b-liLieLemlcZEa0EpPe0Y#3,3,<b>Mahalanobis distance</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,-1.0,-1.0,0.047619,-1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#1,1,"<b>Triangular numbers/sum of positive integers, or that the sum of the first n numbers is n(n+1)/2</b>",1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
